incident_id;commande_id;type_incident;gravite
I010727;CMD069034;Perte;Élevée
I010728;CMD007766;Retard;Élevée
I010729;CMD056376;Perte;Élevée
I010730;CMD002543;Retard;Faible
I010731;CMD004119;Retard;Moyenne
I010732;CMD072652;Détérioration;Élevée
I010733;CMD068940;Retard;Moyenne
I010734;CMD046451;Retard;Moyenne
I010735;CMD075164;Détérioration;Moyenne
I010736;CMD096635;Perte;Faible
I010737;CMD056380;Perte;Élevée
I010738;CMD059500;Perte;Élevée
I010739;CMD062063;Perte;Élevée
I010740;CMD096764;Détérioration;Moyenne
I010741;CMD026842;Détérioration;Élevée
I010742;CMD037877;Retard;Élevée
I010743;CMD093629;Détérioration;Élevée
I010744;CMD009867;Perte;Faible
I010745;CMD011802;Retard;Moyenne
I010746;CMD090911;Perte;Élevée
I010747;CMD076100;Autre;Faible
I010748;CMD006962;Retard;Élevée
I010749;CMD049137;Retard;Faible
I010750;CMD047143;Perte;Faible
I010751;CMD068197;Perte;Faible
I010752;CMD043702;Retard;Faible
I010753;CMD096037;Perte;Élevée
I010754;CMD009767;Détérioration;Élevée
I010755;CMD099760;Perte;Faible
I010756;CMD086933;Retard;Faible
I010757;CMD096472;Détérioration;Moyenne
I010758;CMD098363;Perte;Élevée
I010759;CMD050543;Autre;Élevée
I010760;CMD056734;Perte;Élevée
I010761;CMD065581;Autre;Élevée
I010762;CMD045040;Détérioration;Faible
I010763;CMD071752;Détérioration;Faible
I010764;CMD030578;Détérioration;Faible
I010765;CMD092089;Retard;Moyenne
I010766;CMD094729;Retard;Moyenne
I010767;CMD027218;Autre;Moyenne
I010768;CMD075168;Retard;Moyenne
I010769;CMD079351;Perte;Faible
I010770;CMD015243;Retard;Faible
I010771;CMD047388;Retard;Élevée
I010772;CMD066747;Retard;Faible
I010773;CMD003509;Autre;Élevée
I010774;CMD061989;Détérioration;Moyenne
I010775;CMD005205;Autre;Faible
I010776;CMD095316;Détérioration;Faible
I010777;CMD062369;Retard;Moyenne
I010778;CMD077257;Détérioration;Moyenne
I010779;CMD090472;Autre;Faible
I010780;CMD067380;Retard;Élevée
I010781;CMD011357;Retard;Faible
I010782;CMD030285;Détérioration;Élevée
I010783;CMD098692;Retard;Moyenne
I010784;CMD028239;Détérioration;Faible
I010785;CMD045086;Retard;Moyenne
I010786;CMD033073;Retard;Moyenne
I010787;CMD096662;Retard;Moyenne
I010788;CMD036844;Détérioration;Faible
I010789;CMD037569;Retard;Moyenne
I010790;CMD039697;Autre;Faible
I010791;CMD069820;Retard;Moyenne
I010792;CMD059518;Autre;Moyenne
I010793;CMD052456;Autre;Faible
I010794;CMD001532;Perte;Faible
I010795;CMD078986;Autre;Moyenne
I010796;CMD019432;Retard;Faible
I010797;CMD042478;Détérioration;Moyenne
I010798;CMD072921;Perte;Faible
I010799;CMD078055;Retard;Élevée
I010800;CMD005324;Détérioration;Moyenne
I010801;CMD034587;Retard;Faible
I010802;CMD008746;Détérioration;Faible
I010803;CMD033680;Retard;Faible
I010804;CMD066558;Détérioration;Élevée
I010805;CMD052548;Autre;Moyenne
I010806;CMD075892;Détérioration;Moyenne
I010807;CMD040522;Détérioration;Faible
I010808;CMD043918;Retard;Moyenne
I010809;CMD058270;Retard;Moyenne
I010810;CMD092276;Autre;Élevée
I010811;CMD043346;Autre;Moyenne
I010812;CMD044421;Perte;Moyenne
I010813;CMD042192;Perte;Élevée
I010814;CMD006330;Perte;Moyenne
I010815;CMD037566;Autre;Élevée
I010816;CMD045723;Autre;Élevée
I010817;CMD055488;Perte;Moyenne
I010818;CMD087999;Détérioration;Élevée
I010819;CMD053775;Autre;Élevée
I010820;CMD027285;Retard;Faible
I010821;CMD081431;Perte;Faible
I010822;CMD069519;Détérioration;Faible
I010823;CMD025904;Perte;Faible
I010824;CMD002728;Retard;Moyenne
I010825;CMD024498;Perte;Élevée
I010826;CMD078049;Perte;Moyenne
I010827;CMD098031;Détérioration;Moyenne
I010828;CMD039279;Retard;Faible
I010829;CMD095425;Retard;Moyenne
I010830;CMD043399;Perte;Moyenne
I010831;CMD087532;Autre;Moyenne
I010832;CMD076087;Autre;Faible
I010833;CMD061223;Retard;Faible
I010834;CMD067542;Détérioration;Faible
I010835;CMD008466;Perte;Faible
I010836;CMD048310;Retard;Élevée
I010837;CMD005502;Détérioration;Élevée
I010838;CMD045669;Détérioration;Moyenne
I010839;CMD067956;Autre;Élevée
I010840;CMD074165;Autre;Moyenne
I010841;CMD095666;Détérioration;Élevée
I010842;CMD016148;Perte;Moyenne
I010843;CMD060904;Détérioration;Moyenne
I010844;CMD010843;Détérioration;Faible
I010845;CMD067870;Autre;Moyenne
I010846;CMD073028;Autre;Faible
I010847;CMD011727;Perte;Moyenne
I010848;CMD095755;Détérioration;Faible
I010849;CMD099368;Retard;Moyenne
I010850;CMD031438;Perte;Moyenne
I010851;CMD099367;Détérioration;Faible
I010852;CMD008665;Détérioration;Élevée
I010853;CMD098333;Perte;Élevée
I010854;CMD014026;Détérioration;Élevée
I010855;CMD019377;Détérioration;Faible
I010856;CMD038594;Perte;Faible
I010857;CMD012941;Autre;Élevée
I010858;CMD041723;Détérioration;Moyenne
I010859;CMD038100;Retard;Moyenne
I010860;CMD011862;Perte;Moyenne
I010861;CMD003987;Perte;Élevée
I010862;CMD062995;Détérioration;Moyenne
I010863;CMD057617;Retard;Moyenne
I010864;CMD073056;Détérioration;Élevée
I010865;CMD027289;Détérioration;Faible
I010866;CMD075539;Perte;Faible
I010867;CMD001418;Détérioration;Moyenne
I010868;CMD060248;Détérioration;Faible
I010869;CMD094962;Perte;Faible
I010870;CMD053284;Perte;Moyenne
I010871;CMD056072;Perte;Faible
I010872;CMD004640;Retard;Élevée
I010873;CMD062545;Détérioration;Élevée
I010874;CMD002045;Autre;Élevée
I010875;CMD047356;Perte;Élevée
I010876;CMD009834;Autre;Faible
I010877;CMD075883;Retard;Moyenne
I010878;CMD022124;Autre;Élevée
I010879;CMD085902;Détérioration;Faible
I010880;CMD005145;Retard;Faible
I010881;CMD007346;Autre;Moyenne
I010882;CMD004171;Retard;Élevée
I010883;CMD079307;Détérioration;Faible
I010884;CMD083485;Autre;Moyenne
I010885;CMD015606;Retard;Faible
I010886;CMD067180;Retard;Élevée
I010887;CMD087655;Détérioration;Élevée
I010888;CMD078525;Détérioration;Élevée
I010889;CMD038280;Autre;Élevée
I010890;CMD098713;Autre;Élevée
I010891;CMD025394;Retard;Faible
I010892;CMD097926;Autre;Élevée
I010893;CMD053974;Perte;Élevée
I010894;CMD088783;Autre;Élevée
I010895;CMD006562;Autre;Moyenne
I010896;CMD040077;Autre;Élevée
I010897;CMD031858;Retard;Moyenne
I010898;CMD053435;Perte;Faible
I010899;CMD060710;Retard;Faible
I010900;CMD038627;Détérioration;Moyenne
I010901;CMD066575;Détérioration;Moyenne
I010902;CMD096315;Autre;Faible
I010903;CMD086546;Détérioration;Moyenne
I010904;CMD096048;Autre;Élevée
I010905;CMD087576;Détérioration;Moyenne
I010906;CMD042620;Détérioration;Élevée
I010907;CMD015378;Retard;Élevée
I010908;CMD030040;Autre;Faible
I010909;CMD054824;Détérioration;Moyenne
I010910;CMD031157;Autre;Moyenne
I010911;CMD002696;Détérioration;Moyenne
I010912;CMD013790;Détérioration;Faible
I010913;CMD054161;Autre;Élevée
I010914;CMD046520;Autre;Élevée
I010915;CMD096100;Perte;Faible
I010916;CMD027853;Perte;Moyenne
I010917;CMD089021;Retard;Élevée
I010918;CMD015528;Autre;Moyenne
I010919;CMD083976;Perte;Élevée
I010920;CMD089561;Détérioration;Faible
I010921;CMD010431;Perte;Élevée
I010922;CMD049829;Autre;Élevée
I010923;CMD059996;Perte;Élevée
I010924;CMD074970;Perte;Moyenne
I010925;CMD014931;Autre;Moyenne
I010926;CMD039996;Détérioration;Élevée
I010927;CMD032301;Détérioration;Faible
I010928;CMD072775;Autre;Moyenne
I010929;CMD079452;Perte;Faible
I010930;CMD048424;Perte;Moyenne
I010931;CMD057559;Retard;Moyenne
I010932;CMD058081;Perte;Élevée
I010933;CMD074685;Perte;Élevée
I010934;CMD009232;Perte;Élevée
I010935;CMD007780;Perte;Moyenne
I010936;CMD071986;Retard;Moyenne
I010937;CMD072471;Autre;Élevée
I010938;CMD014348;Retard;Faible
I010939;CMD046690;Détérioration;Faible
I010940;CMD051466;Perte;Élevée
I010941;CMD081995;Autre;Faible
I010942;CMD076359;Retard;Moyenne
I010943;CMD054053;Détérioration;Moyenne
I010944;CMD028268;Autre;Élevée
I010945;CMD014393;Détérioration;Élevée
I010946;CMD083227;Détérioration;Moyenne
I010947;CMD072214;Autre;Faible
I010948;CMD090053;Détérioration;Moyenne
I010949;CMD022756;Détérioration;Élevée
I010950;CMD011542;Autre;Moyenne
I010951;CMD017463;Autre;Moyenne
I010952;CMD049036;Retard;Élevée
I010953;CMD008357;Perte;Élevée
I010954;CMD077603;Perte;Moyenne
I010955;CMD069340;Autre;Moyenne
I010956;CMD062054;Retard;Élevée
I010957;CMD091784;Autre;Moyenne
I010958;CMD022821;Perte;Moyenne
I010959;CMD049172;Autre;Moyenne
I010960;CMD047088;Détérioration;Faible
I010961;CMD061772;Perte;Faible
I010962;CMD075635;Retard;Faible
I010963;CMD085359;Détérioration;Moyenne
I010964;CMD026213;Perte;Moyenne
I010965;CMD018781;Détérioration;Moyenne
I010966;CMD021616;Retard;Élevée
I010967;CMD053877;Autre;Faible
I010968;CMD098648;Autre;Moyenne
I010969;CMD094332;Autre;Moyenne
I010970;CMD001255;Autre;Élevée
I010971;CMD066713;Détérioration;Élevée
I010972;CMD014123;Perte;Moyenne
I010973;CMD094964;Autre;Élevée
I010974;CMD073623;Perte;Moyenne
I010975;CMD010259;Perte;Élevée
I010976;CMD005192;Perte;Faible
I010977;CMD070302;Détérioration;Faible
I010978;CMD019924;Retard;Faible
I010979;CMD068418;Perte;Faible
I010980;CMD092965;Retard;Faible
I010981;CMD056134;Perte;Moyenne
I010982;CMD039893;Perte;Faible
I010983;CMD093447;Perte;Élevée
I010984;CMD074270;Autre;Faible
I010985;CMD075392;Perte;Faible
I010986;CMD017670;Retard;Élevée
I010987;CMD049240;Autre;Élevée
I010988;CMD095494;Retard;Élevée
I010989;CMD004960;Autre;Élevée
I010990;CMD062098;Détérioration;Élevée
I010991;CMD064030;Perte;Moyenne
I010992;CMD077118;Détérioration;Moyenne
I010993;CMD019598;Autre;Faible
I010994;CMD072153;Retard;Moyenne
I010995;CMD011660;Autre;Faible
I010996;CMD002330;Perte;Faible
I010997;CMD047828;Retard;Élevée
I010998;CMD061317;Autre;Faible
I010999;CMD020203;Perte;Faible
I011000;CMD060077;Détérioration;Moyenne
I011001;CMD054397;Retard;Faible
I011002;CMD082321;Retard;Faible
I011003;CMD039776;Détérioration;Faible
I011004;CMD094565;Autre;Faible
I011005;CMD014137;Détérioration;Moyenne
I011006;CMD019202;Autre;Moyenne
I011007;CMD045445;Retard;Faible
I011008;CMD084384;Perte;Élevée
I011009;CMD019244;Perte;Élevée
I011010;CMD041391;Perte;Moyenne
I011011;CMD077206;Détérioration;Moyenne
I011012;CMD094453;Perte;Faible
I011013;CMD006730;Détérioration;Moyenne
I011014;CMD001123;Perte;Moyenne
I011015;CMD032832;Retard;Faible
I011016;CMD010183;Perte;Faible
I011017;CMD069770;Autre;Moyenne
I011018;CMD015064;Retard;Moyenne
I011019;CMD062925;Perte;Élevée
I011020;CMD084295;Retard;Faible
I011021;CMD081733;Détérioration;Moyenne
I011022;CMD045575;Retard;Faible
I011023;CMD058785;Autre;Élevée
I011024;CMD089421;Perte;Élevée
I011025;CMD001995;Perte;Moyenne
I011026;CMD036353;Retard;Faible
I011027;CMD086765;Retard;Moyenne
I011028;CMD002382;Détérioration;Moyenne
I011029;CMD016815;Retard;Moyenne
I011030;CMD042329;Détérioration;Faible
I011031;CMD007616;Détérioration;Moyenne
I011032;CMD028019;Perte;Moyenne
I011033;CMD083883;Retard;Faible
I011034;CMD020597;Perte;Faible
I011035;CMD052424;Détérioration;Moyenne
I011036;CMD027383;Perte;Moyenne
I011037;CMD041569;Perte;Élevée
I011038;CMD014157;Autre;Élevée
I011039;CMD036941;Détérioration;Moyenne
I011040;CMD060977;Détérioration;Moyenne
I011041;CMD054977;Perte;Élevée
I011042;CMD073435;Autre;Élevée
I011043;CMD061453;Perte;Moyenne
I011044;CMD038111;Perte;Moyenne
I011045;CMD023562;Perte;Moyenne
I011046;CMD051728;Retard;Élevée
I011047;CMD025475;Détérioration;Faible
I011048;CMD054613;Détérioration;Élevée
I011049;CMD074719;Détérioration;Moyenne
I011050;CMD038457;Perte;Élevée
I011051;CMD038174;Retard;Élevée
I011052;CMD013465;Autre;Élevée
I011053;CMD005303;Autre;Élevée
I011054;CMD016867;Retard;Moyenne
I011055;CMD050608;Détérioration;Moyenne
I011056;CMD033378;Autre;Faible
I011057;CMD096723;Retard;Faible
I011058;CMD080298;Autre;Élevée
I011059;CMD025733;Retard;Faible
I011060;CMD053192;Autre;Moyenne
I011061;CMD019245;Retard;Élevée
I011062;CMD060700;Perte;Élevée
I011063;CMD094428;Perte;Faible
I011064;CMD072517;Autre;Élevée
I011065;CMD048220;Perte;Élevée
I011066;CMD050025;Autre;Élevée
I011067;CMD021397;Perte;Faible
I011068;CMD052158;Autre;Moyenne
I011069;CMD063872;Détérioration;Élevée
I011070;CMD055128;Détérioration;Moyenne
I011071;CMD061882;Retard;Élevée
I011072;CMD042497;Perte;Élevée
I011073;CMD040232;Perte;Faible
I011074;CMD006364;Retard;Faible
I011075;CMD088479;Autre;Élevée
I011076;CMD035893;Retard;Élevée
I011077;CMD065173;Autre;Élevée
I011078;CMD011414;Retard;Faible
I011079;CMD050941;Perte;Moyenne
I011080;CMD009244;Autre;Moyenne
I011081;CMD032540;Perte;Élevée
I011082;CMD058619;Retard;Élevée
I011083;CMD093718;Retard;Élevée
I011084;CMD018598;Retard;Élevée
I011085;CMD076125;Retard;Moyenne
I011086;CMD041130;Autre;Faible
I011087;CMD012063;Perte;Faible
I011088;CMD062723;Détérioration;Moyenne
I011089;CMD048671;Détérioration;Moyenne
I011090;CMD061148;Autre;Moyenne
I011091;CMD052261;Retard;Élevée
I011092;CMD049939;Autre;Moyenne
I011093;CMD016317;Retard;Faible
I011094;CMD006121;Perte;Élevée
I011095;CMD018056;Autre;Faible
I011096;CMD050227;Perte;Élevée
I011097;CMD009959;Détérioration;Moyenne
I011098;CMD010357;Perte;Élevée
I011099;CMD055917;Autre;Élevée
I011100;CMD058344;Perte;Moyenne
I011101;CMD068453;Retard;Élevée
I011102;CMD043225;Autre;Élevée
I011103;CMD053697;Retard;Faible
I011104;CMD091828;Perte;Élevée
I011105;CMD088869;Perte;Moyenne
I011106;CMD050813;Autre;Faible
I011107;CMD090892;Retard;Faible
I011108;CMD037839;Détérioration;Élevée
I011109;CMD053087;Détérioration;Moyenne
I011110;CMD028241;Retard;Faible
I011111;CMD008737;Détérioration;Élevée
I011112;CMD068567;Perte;Moyenne
I011113;CMD014674;Perte;Faible
I011114;CMD016729;Retard;Élevée
I011115;CMD057257;Autre;Faible
I011116;CMD033423;Détérioration;Faible
I011117;CMD027791;Détérioration;Faible
I011118;CMD032286;Retard;Faible
I011119;CMD010510;Perte;Faible
I011120;CMD084734;Perte;Faible
I011121;CMD044863;Autre;Moyenne
I011122;CMD035000;Retard;Moyenne
I011123;CMD095611;Autre;Élevée
I011124;CMD008091;Perte;Élevée
I011125;CMD073372;Retard;Faible
I011126;CMD072542;Retard;Moyenne
I011127;CMD048732;Retard;Moyenne
I011128;CMD019478;Détérioration;Faible
I011129;CMD003479;Perte;Élevée
I011130;CMD028906;Perte;Moyenne
I011131;CMD070659;Autre;Élevée
I011132;CMD071467;Détérioration;Moyenne
I011133;CMD086321;Retard;Moyenne
I011134;CMD099532;Perte;Moyenne
I011135;CMD012294;Retard;Moyenne
I011136;CMD030804;Détérioration;Élevée
I011137;CMD005739;Perte;Faible
I011138;CMD023383;Perte;Élevée
I011139;CMD074973;Autre;Faible
I011140;CMD069476;Retard;Élevée
I011141;CMD056351;Détérioration;Élevée
I011142;CMD004300;Détérioration;Faible
I011143;CMD016608;Autre;Élevée
I011144;CMD039720;Détérioration;Moyenne
I011145;CMD070531;Retard;Élevée
I011146;CMD062918;Autre;Élevée
I011147;CMD000332;Perte;Moyenne
I011148;CMD087224;Autre;Élevée
I011149;CMD043591;Retard;Faible
I011150;CMD094051;Détérioration;Élevée
I011151;CMD038792;Retard;Faible
I011152;CMD039480;Perte;Faible
I011153;CMD042601;Perte;Moyenne
I011154;CMD013750;Détérioration;Moyenne
I011155;CMD061064;Détérioration;Moyenne
I011156;CMD095216;Retard;Faible
I011157;CMD092703;Autre;Faible
I011158;CMD095741;Détérioration;Moyenne
I011159;CMD080234;Autre;Moyenne
I011160;CMD045865;Retard;Faible
I011161;CMD093197;Autre;Faible
I011162;CMD038602;Autre;Faible
I011163;CMD051578;Retard;Moyenne
I011164;CMD055516;Détérioration;Faible
I011165;CMD095219;Perte;Élevée
I011166;CMD067755;Autre;Élevée
I011167;CMD040188;Perte;Élevée
I011168;CMD034173;Détérioration;Élevée
I011169;CMD074145;Perte;Élevée
I011170;CMD023880;Retard;Faible
I011171;CMD040686;Perte;Faible
I011172;CMD094240;Détérioration;Moyenne
I011173;CMD030852;Détérioration;Faible
I011174;CMD014218;Retard;Moyenne
I011175;CMD023081;Retard;Faible
I011176;CMD040029;Perte;Élevée
I011177;CMD072920;Retard;Faible
I011178;CMD049028;Détérioration;Faible
I011179;CMD030273;Retard;Élevée
I011180;CMD017037;Perte;Élevée
I011181;CMD022887;Autre;Élevée
I011182;CMD062520;Perte;Élevée
I011183;CMD055341;Autre;Faible
I011184;CMD005459;Autre;Faible
I011185;CMD059831;Détérioration;Moyenne
I011186;CMD041034;Détérioration;Moyenne
I011187;CMD010059;Retard;Élevée
I011188;CMD090127;Autre;Moyenne
I011189;CMD089240;Détérioration;Élevée
I011190;CMD091433;Autre;Élevée
I011191;CMD035217;Retard;Moyenne
I011192;CMD051682;Retard;Faible
I011193;CMD098896;Détérioration;Élevée
I011194;CMD027226;Perte;Moyenne
I011195;CMD055223;Détérioration;Élevée
I011196;CMD054753;Perte;Moyenne
I011197;CMD068785;Retard;Moyenne
I011198;CMD057059;Perte;Faible
I011199;CMD017345;Autre;Faible
I011200;CMD067490;Autre;Faible
I011201;CMD064444;Détérioration;Moyenne
I011202;CMD092683;Autre;Élevée
I011203;CMD037693;Détérioration;Élevée
I011204;CMD063844;Perte;Moyenne
I011205;CMD030755;Perte;Faible
I011206;CMD039166;Perte;Moyenne
I011207;CMD026465;Perte;Moyenne
I011208;CMD082564;Retard;Élevée
I011209;CMD078834;Perte;Élevée
I011210;CMD072736;Autre;Élevée
I011211;CMD036653;Autre;Moyenne
I011212;CMD024582;Retard;Faible
I011213;CMD011258;Perte;Élevée
I011214;CMD091964;Autre;Élevée
I011215;CMD092535;Autre;Faible
I011216;CMD046437;Perte;Élevée
I011217;CMD031773;Retard;Moyenne
I011218;CMD043230;Détérioration;Élevée
I011219;CMD068061;Détérioration;Faible
I011220;CMD015574;Détérioration;Élevée
I011221;CMD073202;Autre;Faible
I011222;CMD093078;Perte;Moyenne
I011223;CMD093674;Autre;Moyenne
I011224;CMD015893;Perte;Moyenne
I011225;CMD052744;Perte;Élevée
I011226;CMD010898;Détérioration;Élevée
I011227;CMD097949;Autre;Élevée
I011228;CMD024748;Détérioration;Moyenne
I011229;CMD002921;Détérioration;Élevée
I011230;CMD058545;Autre;Élevée
I011231;CMD096358;Détérioration;Faible
I011232;CMD053779;Retard;Moyenne
I011233;CMD008054;Retard;Élevée
I011234;CMD083401;Détérioration;Faible
I011235;CMD078136;Retard;Moyenne
I011236;CMD005115;Perte;Faible
I011237;CMD042214;Retard;Élevée
I011238;CMD069819;Retard;Élevée
I011239;CMD008320;Retard;Faible
I011240;CMD053951;Perte;Faible
I011241;CMD007178;Détérioration;Faible
I011242;CMD094642;Détérioration;Élevée
I011243;CMD002911;Perte;Moyenne
I011244;CMD018046;Autre;Faible
I011245;CMD096113;Retard;Faible
I011246;CMD074692;Retard;Moyenne
I011247;CMD019747;Détérioration;Élevée
I011248;CMD016284;Retard;Faible
I011249;CMD084160;Retard;Moyenne
I011250;CMD011305;Détérioration;Élevée
I011251;CMD007291;Autre;Faible
I011252;CMD013837;Détérioration;Faible
I011253;CMD044665;Perte;Élevée
I011254;CMD056467;Perte;Élevée
I011255;CMD027329;Perte;Élevée
I011256;CMD019776;Perte;Élevée
I011257;CMD079704;Perte;Faible
I011258;CMD065083;Détérioration;Moyenne
I011259;CMD059156;Perte;Élevée
I011260;CMD035433;Autre;Moyenne
I011261;CMD023330;Perte;Faible
I011262;CMD024633;Retard;Faible
I011263;CMD010959;Perte;Moyenne
I011264;CMD004131;Perte;Moyenne
I011265;CMD025234;Détérioration;Faible
I011266;CMD047845;Autre;Faible
I011267;CMD069759;Retard;Élevée
I011268;CMD032428;Autre;Élevée
I011269;CMD034336;Retard;Moyenne
I011270;CMD048468;Retard;Élevée
I011271;CMD003324;Retard;Moyenne
I011272;CMD082968;Détérioration;Faible
I011273;CMD004255;Détérioration;Faible
I011274;CMD017686;Perte;Élevée
I011275;CMD010348;Autre;Moyenne
I011276;CMD028369;Perte;Moyenne
I011277;CMD046806;Retard;Faible
I011278;CMD083722;Autre;Moyenne
I011279;CMD099906;Autre;Faible
I011280;CMD042581;Retard;Élevée
I011281;CMD057870;Perte;Faible
I011282;CMD060912;Retard;Moyenne
I011283;CMD078268;Détérioration;Élevée
I011284;CMD031759;Perte;Faible
I011285;CMD028180;Autre;Élevée
I011286;CMD087649;Perte;Moyenne
I011287;CMD029009;Perte;Moyenne
I011288;CMD012021;Autre;Moyenne
I011289;CMD045999;Autre;Faible
I011290;CMD006500;Détérioration;Élevée
I011291;CMD010496;Perte;Faible
I011292;CMD032425;Détérioration;Élevée
I011293;CMD057875;Autre;Élevée
I011294;CMD028720;Retard;Faible
I011295;CMD049245;Perte;Moyenne
I011296;CMD055843;Détérioration;Élevée
I011297;CMD053737;Autre;Moyenne
I011298;CMD073740;Retard;Faible
I011299;CMD097735;Perte;Élevée
I011300;CMD022733;Retard;Moyenne
I011301;CMD033002;Autre;Faible
I011302;CMD010217;Retard;Moyenne
I011303;CMD070928;Retard;Faible
I011304;CMD030306;Retard;Moyenne
I011305;CMD094279;Retard;Faible
I011306;CMD058858;Retard;Faible
I011307;CMD021647;Détérioration;Faible
I011308;CMD081001;Perte;Faible
I011309;CMD055877;Détérioration;Élevée
I011310;CMD042176;Détérioration;Faible
I011311;CMD099287;Perte;Faible
I011312;CMD057472;Détérioration;Élevée
I011313;CMD098332;Perte;Faible
I011314;CMD049378;Détérioration;Faible
I011315;CMD021073;Retard;Faible
I011316;CMD052052;Retard;Faible
I011317;CMD023179;Perte;Élevée
I011318;CMD011313;Retard;Faible
I011319;CMD030650;Détérioration;Élevée
I011320;CMD075163;Retard;Élevée
I011321;CMD008239;Autre;Élevée
I011322;CMD027648;Perte;Moyenne
I011323;CMD025814;Perte;Moyenne
I011324;CMD092038;Détérioration;Faible
I011325;CMD094997;Retard;Moyenne
I011326;CMD067849;Autre;Élevée
I011327;CMD035893;Détérioration;Élevée
I011328;CMD074763;Détérioration;Élevée
I011329;CMD040587;Autre;Moyenne
I011330;CMD022010;Détérioration;Faible
I011331;CMD018743;Perte;Moyenne
I011332;CMD041442;Retard;Faible
I011333;CMD096151;Retard;Faible
I011334;CMD053485;Autre;Élevée
I011335;CMD097606;Détérioration;Moyenne
I011336;CMD061475;Retard;Élevée
I011337;CMD085140;Autre;Élevée
I011338;CMD069253;Détérioration;Faible
I011339;CMD033594;Perte;Élevée
I011340;CMD017792;Autre;Moyenne
I011341;CMD030167;Autre;Moyenne
I011342;CMD014491;Perte;Élevée
I011343;CMD091952;Retard;Moyenne
I011344;CMD099420;Perte;Faible
I011345;CMD089760;Autre;Moyenne
I011346;CMD098705;Détérioration;Faible
I011347;CMD081815;Retard;Faible
I011348;CMD016712;Détérioration;Moyenne
I011349;CMD089747;Perte;Faible
I011350;CMD024891;Autre;Élevée
I011351;CMD005701;Retard;Moyenne
I011352;CMD063829;Autre;Élevée
I011353;CMD016229;Détérioration;Moyenne
I011354;CMD020309;Retard;Moyenne
I011355;CMD055278;Perte;Faible
I011356;CMD035064;Autre;Faible
I011357;CMD045744;Retard;Élevée
I011358;CMD024376;Perte;Faible
I011359;CMD021993;Autre;Faible
I011360;CMD042029;Autre;Faible
I011361;CMD088691;Autre;Élevée
I011362;CMD048881;Retard;Faible
I011363;CMD094398;Détérioration;Faible
I011364;CMD021915;Autre;Moyenne
I011365;CMD078608;Autre;Faible
I011366;CMD065963;Détérioration;Élevée
I011367;CMD057873;Perte;Faible
I011368;CMD007396;Autre;Faible
I011369;CMD062876;Retard;Faible
I011370;CMD009060;Autre;Moyenne
I011371;CMD019404;Perte;Moyenne
I011372;CMD054839;Retard;Faible
I011373;CMD087799;Retard;Faible
I011374;CMD001145;Retard;Moyenne
I011375;CMD047579;Autre;Moyenne
I011376;CMD042376;Autre;Faible
I011377;CMD099971;Retard;Élevée
I011378;CMD070823;Retard;Faible
I011379;CMD060718;Détérioration;Moyenne
I011380;CMD060147;Détérioration;Faible
I011381;CMD027779;Retard;Faible
I011382;CMD030195;Autre;Faible
I011383;CMD059892;Perte;Élevée
I011384;CMD030141;Retard;Élevée
I011385;CMD042749;Autre;Moyenne
I011386;CMD049543;Détérioration;Faible
I011387;CMD023600;Perte;Élevée
I011388;CMD097635;Retard;Élevée
I011389;CMD040782;Détérioration;Moyenne
I011390;CMD059314;Détérioration;Moyenne
I011391;CMD013534;Détérioration;Moyenne
I011392;CMD094543;Détérioration;Moyenne
I011393;CMD070250;Perte;Faible
I011394;CMD012866;Autre;Faible
I011395;CMD036993;Détérioration;Moyenne
I011396;CMD059735;Retard;Moyenne
I011397;CMD046146;Détérioration;Moyenne
I011398;CMD082122;Retard;Élevée
I011399;CMD041973;Détérioration;Élevée
I011400;CMD082277;Retard;Moyenne
I011401;CMD003183;Retard;Élevée
I011402;CMD055013;Retard;Faible
I011403;CMD085547;Perte;Moyenne
I011404;CMD054957;Autre;Faible
I011405;CMD000591;Détérioration;Élevée
I011406;CMD000086;Perte;Faible
I011407;CMD090077;Détérioration;Faible
I011408;CMD079843;Perte;Moyenne
I011409;CMD070736;Retard;Faible
I011410;CMD040645;Autre;Moyenne
I011411;CMD081908;Détérioration;Moyenne
I011412;CMD034115;Autre;Moyenne
I011413;CMD076809;Détérioration;Élevée
I011414;CMD041627;Détérioration;Faible
I011415;CMD031920;Retard;Faible
I011416;CMD022236;Détérioration;Faible
I011417;CMD003863;Détérioration;Moyenne
I011418;CMD002236;Détérioration;Faible
I011419;CMD060399;Retard;Moyenne
I011420;CMD075462;Retard;Élevée
I011421;CMD088591;Détérioration;Élevée
I011422;CMD098387;Retard;Moyenne
I011423;CMD080685;Perte;Faible
I011424;CMD016932;Retard;Faible
I011425;CMD009394;Perte;Élevée
I011426;CMD010396;Perte;Faible
I011427;CMD027151;Perte;Élevée
I011428;CMD084419;Retard;Élevée
I011429;CMD039973;Autre;Moyenne
I011430;CMD054375;Autre;Élevée
I011431;CMD095873;Détérioration;Moyenne
I011432;CMD061366;Détérioration;Moyenne
I011433;CMD098816;Autre;Faible
I011434;CMD003295;Perte;Moyenne
I011435;CMD073942;Retard;Élevée
I011436;CMD011459;Détérioration;Moyenne
I011437;CMD004961;Retard;Élevée
I011438;CMD047202;Retard;Faible
I011439;CMD076485;Perte;Faible
I011440;CMD043212;Perte;Élevée
I011441;CMD081773;Détérioration;Moyenne
I011442;CMD041174;Perte;Moyenne
